n_SAD,n_HC,mean_SAD,mean_HC,diff_SAD_minus_HC,cohens_d_SAD_minus_HC,p,phase,index,trial,analysis,q_within_index
22,28,-0.11303590012716619,-0.11664735161601957,0.003611451488853376,0.047317055124591306,0.8607666500982817,phase3_reinstatement,CSS_safety_distance_inverted,4,trial_specific_group_difference,0.8607666500982817
22,28,-0.10284269015568145,-0.12771342046396708,0.024870730308285627,0.35719389921804534,0.18387981984277477,phase3_reinstatement,CSS_safety_distance_inverted,5,trial_specific_group_difference,0.7142922076634562
22,28,-0.1392246619454878,-0.1303278164792907,-0.008896845466197095,-0.08000633010040988,0.7890374306925814,phase3_reinstatement,CSS_safety_distance_inverted,6,trial_specific_group_difference,0.8607666500982817
22,28,-0.14345819954852046,-0.13832959657808022,-0.005128602970440238,-0.050408772880357756,0.8569542313352405,phase3_reinstatement,CSS_safety_distance_inverted,7,trial_specific_group_difference,0.8607666500982817
22,28,-0.17800846803170176,-0.16396551808710583,-0.014042949944595928,-0.09573337623236904,0.7510453156291965,phase3_reinstatement,CSS_safety_distance_inverted,8,trial_specific_group_difference,0.8607666500982817
22,28,0.0016988053241493264,-0.014798264344900622,0.016497069669049947,0.35228127490944006,0.18027263971258914,phase3_reinstatement,CSS_safety_proximity,1,trial_specific_group_difference,0.3265249424742761
22,28,-0.0012547748271002227,-0.018438289986432033,0.01718351515933181,0.4060172803714257,0.12556686331528807,phase3_reinstatement,CSS_safety_proximity,2,trial_specific_group_difference,0.3265249424742761
22,28,0.003090935852581768,-0.012778273087659177,0.015869208940240943,0.3981225789937815,0.13027731811484583,phase3_reinstatement,CSS_safety_proximity,3,trial_specific_group_difference,0.3265249424742761
22,28,-6.595059592500906e-05,-0.012356405402782194,0.012290454806857184,0.21980370479045894,0.3960651858343385,phase3_reinstatement,CSS_safety_proximity,4,trial_specific_group_difference,0.4526459266678154
22,28,-0.0003223500414326105,-0.010501203062548101,0.010178853021115491,0.2267937385613147,0.38512153388436,phase3_reinstatement,CSS_safety_proximity,5,trial_specific_group_difference,0.4526459266678154
