metric,n_tests,best_p,best_q,median_abs_d,max_abs_d,median_abs_g,max_abs_g,max_abs_rank_biserial,median_auc,best_rank_score
Neural_Threat_LatePhaseEvidence,6,0.32637759206616157,0.7588393452604649,0.13466647967409617,0.25554131929375595,0.1325946876791101,0.2515275812943776,0.040372670807453215,0.512987012987013,1.152714932126697
Neural_DynamicDiscrimination_EarlyLate_Change,6,0.6210625068926053,0.7701175085468307,0.07104742095594739,0.13652845797245974,0.06993149287810528,0.13442802015749883,0.13354037267080754,0.531055900621118,1.144796380090498
Neural_ShockEvidence_Discrimination_LatePhase,2,0.4922400412143647,0.8842089629220995,0.19090913521955838,0.2159900580443803,0.1879105624150627,0.21259754404368322,0.11363636363636376,0.5332792207792207,1.1255656108597285
Neural_Shock_Dist_Threat,2,0.4867247025847674,0.8587733923928609,0.10961666989416374,0.18735475732501047,0.10789494209477897,0.18441201244556005,0.0714285714285714,0.5349025974025974,1.088235294117647
Neural_ShockEvidence_CSS_EarlyLate_Change,2,0.5039232482190958,0.8887373650409509,0.18085258452373926,0.20740727159258632,0.17801196801289518,0.20414956575605356,0.06493506493506507,0.5162337662337663,1.0723981900452488
Neural_ShockEvidence_Discrimination_EarlyLate_Change,2,0.5990789895509798,0.8984889446406564,0.11742083559327388,0.16534284878811933,0.11557652927505493,0.16274584069197087,0.19805194805194803,0.5543831168831168,1.0226244343891402
Neural_ShockEvidence_Discrimination,2,0.8136218224921744,0.9299378231708263,0.060441853679517585,0.0742316406431536,0.05949250519240474,0.07306569864352291,0.18506493506493493,0.5909090909090908,0.998868778280543
Neural_Safety_EarlyLate_Change,6,0.672408119964502,0.8174373223097867,0.0834916078122648,0.11797013294594727,0.08220712153822997,0.11611719892061827,0.0993788819875776,0.5165513833992095,0.9276018099547512
Neural_Shock_Anchor_ThreatMinusSafety_Proximity,2,0.8234117320033119,0.9299378231708263,0.04553142263805494,0.06993742823318273,0.044816269402902245,0.06883893459601233,0.15259740259740262,0.5746753246753247,0.8868778280542986
Neural_ThreatVsBackgroundDispersion,6,0.6199413765518335,0.7966948962387477,0.0931735965319557,0.13046160972689316,0.09172602537600516,0.12845450803878714,0.13311688311688308,0.5516304347826086,0.8665158371040724
Neural_ResidualizedShockAxis_CSS_Projection,2,0.47833616168427695,0.8587733923928609,0.13559557521460594,0.18751841861123522,0.13346580178191578,0.18457310313566608,0.01298701298701288,0.5040584415584415,0.8597285067873304
Neural_Shock_Anchor_Axis_Norm,2,0.6478068818001723,0.9283060040704785,0.06477739869527611,0.12777801948604944,0.06375995264247072,0.12577103488679212,0.05844155844155852,0.5227272727272727,0.8133484162895928
Neural_Shock_Dist_Safety,2,0.7087219956895211,0.9299378231708263,0.07069643815733336,0.1063900359602076,0.06958602289831765,0.10471898827496874,0.07467532467532467,0.5251623376623377,0.7975113122171945
Neural_ShockEvidence_Discrimination_Volatility,2,0.6041306593096833,0.8975907624901028,0.13014275605212977,0.16023028855097307,0.12809862899371938,0.1577135824480782,0.029220779220779147,0.508116883116883,0.6402714932126696
Neural_ShockEvidence_CSS_AUC,2,0.7813954293283896,0.9299378231708263,0.052498832680781926,0.07916400941390055,0.05167424368579583,0.0779205956534728,0.051948051948051965,0.5186688311688312,0.5214932126696833
Neural_ResidualizedShockAxis_CSS_Cosine,2,0.922759812387739,0.962448406468932,0.0230752977071646,0.02649154581485762,0.022712858476162015,0.026075448236613785,0.05519480519480524,0.5267857142857143,0.3257918552036199
