status,outcome,term,estimate,std_error,t,p,ci_low,ci_high,n,r2,formula,analysis,session,Group,metric,metric_z,clinical_score,clinical_score_z,clinical_outlier_method,metric_outlier_method,clinical_outlier_threshold,n_clinical_outliers_removed,n_metric_outliers_removed,covariates_used,covariate_outliers_removed,clinical_score_order,clinical_score_role,clinical_score_family,clinical_score_label,metric_order,metric_role,aim2_question,aim2_question_label,is_primary_clinical_score,is_primary_neural_metric,q_within_group_question,q_within_group_clinical_score
ok,z_lsas_avoid,Q('z_Neural_Threat_Safety_Distance'),0.10081991484390093,0.209471175076981,0.4813068662399466,0.6348459270269966,-0.33250422564251503,0.534144055330317,27,0.04076131487794232,Q('z_lsas_avoid') ~ Q('z_Neural_Threat_Safety_Distance') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Neural_Threat_Safety_Distance,z_Neural_Threat_Safety_Distance,lsas_avoid,z_lsas_avoid,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,1,0,"z_demo_age,Gender",demo_age:0,4,secondary,social_anxiety_subscale,LSAS avoidance,1,primary,Q1_geometry,Where are safety and threat in neural space?,False,True,0.9100669253167726,0.6883756025226684
ok,z_lsas_avoid,Q('z_Prototype_Certainty'),0.1854217882112783,0.2228122448038126,0.8321885019135425,0.41386009279066316,-0.27550045769667897,0.6463440341192356,27,0.05942099906949061,Q('z_lsas_avoid') ~ Q('z_Prototype_Certainty') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Prototype_Certainty,z_Prototype_Certainty,lsas_avoid,z_lsas_avoid,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,1,0,"z_demo_age,Gender",demo_age:0,4,secondary,social_anxiety_subscale,LSAS avoidance,2,primary,Q2_decision_certainty,Are safety and threat cues represented decisively or ambiguously?,False,True,0.5329794918373165,0.6883756025226684
ok,z_lsas_avoid,Q('z_Neural_DynamicDiscrimination_Volatility'),-0.08582408860596338,0.21130348684305944,-0.40616503725613934,0.6883756025226684,-0.5229386547719379,0.3512904775600112,27,0.03799990218569671,Q('z_lsas_avoid') ~ Q('z_Neural_DynamicDiscrimination_Volatility') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Neural_DynamicDiscrimination_Volatility,z_Neural_DynamicDiscrimination_Volatility,lsas_avoid,z_lsas_avoid,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,1,0,"z_demo_age,Gender",demo_age:0,4,secondary,social_anxiety_subscale,LSAS avoidance,3,primary,Q3_learning_dynamics,How do safety and threat representations change over learning?,False,True,0.9700374340366839,0.6883756025226684
ok,z_dass_stress,Q('z_Neural_Threat_Safety_Distance'),-0.15456883578612207,0.20691519666504088,-0.7470153873537945,0.4626231685771264,-0.5826055320786114,0.27346786050636723,27,0.061124559735146966,Q('z_dass_stress') ~ Q('z_Neural_Threat_Safety_Distance') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Neural_Threat_Safety_Distance,z_Neural_Threat_Safety_Distance,dass_stress,z_dass_stress,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,1,0,"z_demo_age,Gender",demo_age:0,5,secondary,general_distress,DASS stress,1,primary,Q1_geometry,Where are safety and threat in neural space?,False,True,0.9100669253167726,0.5184907963884469
ok,z_dass_stress,Q('z_Prototype_Certainty'),-0.1425852864832094,0.21743817311869565,-0.655750940316145,0.5184907963884469,-0.5923904181008119,0.3072198451343932,27,0.05599449935225542,Q('z_dass_stress') ~ Q('z_Prototype_Certainty') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Prototype_Certainty,z_Prototype_Certainty,dass_stress,z_dass_stress,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,1,0,"z_demo_age,Gender",demo_age:0,5,secondary,general_distress,DASS stress,2,primary,Q2_decision_certainty,Are safety and threat cues represented decisively or ambiguously?,False,True,0.5329794918373165,0.5184907963884469
ok,z_dass_stress,Q('z_Neural_DynamicDiscrimination_Volatility'),-0.18742547142411628,0.20358924846934148,-0.9206059398187754,0.36681193878744334,-0.6085819196697125,0.23373097682148,27,0.072521502535565,Q('z_dass_stress') ~ Q('z_Neural_DynamicDiscrimination_Volatility') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Neural_DynamicDiscrimination_Volatility,z_Neural_DynamicDiscrimination_Volatility,dass_stress,z_dass_stress,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,1,0,"z_demo_age,Gender",demo_age:0,5,secondary,general_distress,DASS stress,3,primary,Q3_learning_dynamics,How do safety and threat representations change over learning?,False,True,0.8558945238373679,0.5184907963884469
ok,z_dass_depression,Q('z_Neural_Threat_Safety_Distance'),0.097851812558397,0.2127299265646865,0.45998141464427394,0.6498483796592821,-0.3422135689935254,0.5379171941103194,27,0.028751393647351797,Q('z_dass_depression') ~ Q('z_Neural_Threat_Safety_Distance') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Neural_Threat_Safety_Distance,z_Neural_Threat_Safety_Distance,dass_depression,z_dass_depression,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,1,0,"z_demo_age,Gender",demo_age:0,6,secondary,general_distress,DASS depression,1,primary,Q1_geometry,Where are safety and threat in neural space?,False,True,0.9100669253167726,0.9700374340366839
ok,z_dass_depression,Q('z_Prototype_Certainty'),-0.3192101432776609,0.20707891724412741,-1.541490304883818,0.13684476464365197,-0.7475855213920597,0.10916523483673796,27,0.11159967481485877,Q('z_dass_depression') ~ Q('z_Prototype_Certainty') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Prototype_Certainty,z_Prototype_Certainty,dass_depression,z_dass_depression,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,1,0,"z_demo_age,Gender",demo_age:0,6,secondary,general_distress,DASS depression,2,primary,Q2_decision_certainty,Are safety and threat cues represented decisively or ambiguously?,False,True,0.31930445083518794,0.4105342939309559
ok,z_dass_depression,Q('z_Neural_DynamicDiscrimination_Volatility'),0.007882883423828592,0.20759560814876674,0.03797230343225554,0.9700374340366839,-0.42156135126268673,0.4373271181103439,27,0.019878073438563515,Q('z_dass_depression') ~ Q('z_Neural_DynamicDiscrimination_Volatility') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Neural_DynamicDiscrimination_Volatility,z_Neural_DynamicDiscrimination_Volatility,dass_depression,z_dass_depression,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,1,0,"z_demo_age,Gender",demo_age:0,6,secondary,general_distress,DASS depression,3,primary,Q3_learning_dynamics,How do safety and threat representations change over learning?,False,True,0.9700374340366839,0.9700374340366839
ok,z_ecr_total,Q('z_Neural_Threat_Safety_Distance'),0.022505132476500114,0.1971506240809342,0.11415197178001991,0.9100669253167726,-0.38439375698820666,0.42940402194120686,28,0.14235279212767182,Q('z_ecr_total') ~ Q('z_Neural_Threat_Safety_Distance') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Neural_Threat_Safety_Distance,z_Neural_Threat_Safety_Distance,ecr_total,z_ecr_total,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,0,0,"z_demo_age,Gender",demo_age:0,7,secondary,attachment,ECR total,1,primary,Q1_geometry,Where are safety and threat in neural space?,False,True,0.9100669253167726,0.9100669253167726
ok,z_ecr_total,Q('z_Prototype_Certainty'),0.36637484658873176,0.18801662420544202,1.948630064692584,0.06312339951011434,-0.021672393671036183,0.7544220868484997,28,0.2591074284473561,Q('z_ecr_total') ~ Q('z_Prototype_Certainty') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Prototype_Certainty,z_Prototype_Certainty,ecr_total,z_ecr_total,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,0,0,"z_demo_age,Gender",demo_age:0,7,secondary,attachment,ECR total,2,primary,Q2_decision_certainty,Are safety and threat cues represented decisively or ambiguously?,False,True,0.2608589735477815,0.189370198530343
ok,z_ecr_total,Q('z_Neural_DynamicDiscrimination_Volatility'),-0.03897117577577446,0.19270620625335833,-0.2022310362154997,0.841440602641608,-0.4366972376788735,0.35875488612732453,28,0.14334692365492974,Q('z_ecr_total') ~ Q('z_Neural_DynamicDiscrimination_Volatility') + Q('z_demo_age') + C(Q('Gender')),PrimaryRepresentativeNeural_Aim3_Groupwise_Placebo_ZOLS,Placebo,HC,Neural_DynamicDiscrimination_Volatility,z_Neural_DynamicDiscrimination_Volatility,ecr_total,z_ecr_total,fearnetwork_stage29_zscore,fearnetwork_stage29_zscore,3.0,0,0,"z_demo_age,Gender",demo_age:0,7,secondary,attachment,ECR total,3,primary,Q3_learning_dynamics,How do safety and threat representations change over learning?,False,True,0.9700374340366839,0.9100669253167726
