AnalysisSet,Phase,Contrast,N,Early_diff_mean,Late_diff_mean,Late_minus_Early,Paired_t_late_less_early,p_one_sided_late_less_early,Wilcoxon_p_one_sided_late_less_early
All subjects,Extinction,CS+ - CS-,101,-0.0021579304315587347,0.0002720702364198156,0.002430000667978553,0.2898218927517394,0.6137237074784292,0.6070609195108665
All subjects,Extinction,CSS - CS-,101,0.005059739648976555,0.0016552859828292505,-0.0034044536661473074,-0.3257274315948278,0.3726555944396761,0.193225035748268
All subjects,Extinction,CSR - CS-,101,-0.009375600512094026,-0.0011111455099896209,0.008264455002104406,1.0039252574477557,0.8410811354729786,0.9654707090845027
Physiological responders,Extinction,CS+ - CS-,57,-0.0019499604087084336,8.48628657246848e-05,0.0020348232744331184,0.15262573155808193,0.5603789848638512,0.6846298349731184
Physiological responders,Extinction,CSS - CS-,57,0.005072004404067396,0.0012636144532069558,-0.0038083899508604383,-0.23110087423988185,0.4090393640650913,0.29516165444763776
Physiological responders,Extinction,CSR - CS-,57,-0.008971925221484253,-0.0010938887217575891,0.00787803649972667,0.6012341861767816,0.7249449354674997,0.9026840625753609
Late-phase learners,Extinction,CS+ - CS-,17,0.0001408673757346954,-0.022142876169392523,-0.02228374354512722,-0.7185214039530311,0.2413988041616011,0.30561065673828125
Late-phase learners,Extinction,CSS - CS-,17,-0.0022620516205047996,-0.017358023437927396,-0.015095971817422596,-0.4353689576762231,0.33455532008153754,0.3979936076943137
Late-phase learners,Extinction,CSR - CS-,17,0.002543786371974202,-0.026927728900857654,-0.02947151527283185,-0.9625602361116364,0.17504558294397377,0.23455657621772708
