AnalysisSet,Effect,Contrast,Test,Group,N,Mean,SE,t,p,Cohen_d
Physiological responders,Extinction: All condition contrast,CS+ - CS-,SAD vs HC,SAD-HC,57,-0.027577118839062074,,-1.7630393835535303,0.08351088141869266,-0.4657749995100117
Physiological responders,Extinction: All condition contrast,CSS - CS-,HC vs 0,HC,31,0.016600789080419533,0.013238052143902923,1.2540205235605897,0.10975920049996415,0.22522873488187417
Physiological responders,Extinction: All condition contrast,CSS - CS-,SAD vs 0,SAD,26,-0.012848435540795625,0.012790396195587505,-1.004537728489454,0.8376280009588437,-0.19700605691184217
Physiological responders,Extinction: All condition contrast,CSS - CS-,SAD vs HC,SAD-HC,57,-0.02944922462121516,,-1.5998393029322964,0.11538192082279919,-0.42084763710717144
Physiological responders,Extinction: All condition contrast,CSR - CS-,HC vs 0,HC,31,0.006692186703460373,0.01054189986801214,0.6348178968922707,0.26517964563617413,0.11401666010333834
Physiological responders,Extinction: All condition contrast,CSR - CS-,SAD vs 0,SAD,26,-0.01901282635344861,0.01218267053951954,-1.560645204331237,0.9344107910750752,-0.3060677057953837
Physiological responders,Extinction: All condition contrast,CSR - CS-,SAD vs HC,SAD-HC,57,-0.025705013056908983,,-1.5955413109155339,0.11663898910480375,-0.4264573273230622
Physiological responders,Extinction: Early condition contrast,CS+ - CS-,HC vs 0,HC,31,0.009280662781370404,0.015851340247143447,0.5854812676198067,0.28130144776379484,0.1051555399018744
Physiological responders,Extinction: Early condition contrast,CS+ - CS-,SAD vs 0,SAD,26,-0.015340318827648587,0.012332659873020691,-1.243877556471621,0.8874589883252022,-0.24394445896034256
Physiological responders,Extinction: Early condition contrast,CS+ - CS-,SAD vs HC,SAD-HC,57,-0.02462098160901899,,-1.2259118008230647,0.2255809269805657,-0.31664027758453067
Physiological responders,Extinction: Early condition contrast,CSS - CS-,HC vs 0,HC,31,0.01165483035932345,0.01779019751800529,0.6551265295131045,0.2586893059097969,0.11766419819895399
Physiological responders,Extinction: Early condition contrast,CSS - CS-,SAD vs 0,SAD,26,-0.0027767496195071277,0.012805475239538979,-0.21684080969782862,0.5849538845692792,-0.0425259815381726
Physiological responders,Extinction: Early condition contrast,CSS - CS-,SAD vs HC,SAD-HC,57,-0.014431579978830577,,-0.658385328151105,0.5131788485345525,-0.1690301842965239
Physiological responders,Extinction: Early condition contrast,CSR - CS-,HC vs 0,HC,31,0.006906495203417371,0.01624219011271178,0.4252194535028916,0.33685570980303,0.076371668374047
Physiological responders,Extinction: Early condition contrast,CSR - CS-,SAD vs 0,SAD,26,-0.027903888035790043,0.016109899690896077,-1.7320957033369306,0.9522103459652617,-0.3396919150278934
