AnalysisSet,Subject,Phase,CSplus_minus_CSminus,CSS_minus_CSminus,CSR_minus_CSminus
Physiological responders,N156,Acquisition,0.018668156212916634,0.02115982772957415,0.01617648469625911
Physiological responders,N157,Acquisition,0.25795342724450704,0.35908328416192337,0.1568235703270907
Physiological responders,N158,Acquisition,0.013220039600255529,0.09035889624388838,-0.06391881704337732
Physiological responders,N201,Acquisition,-0.04851851195221363,-0.036729535814657044,-0.060307488089770156
Physiological responders,N202,Acquisition,0.01863370063261449,0.005311848001375574,0.03195555326385341
Physiological responders,N208,Acquisition,0.11189306300488674,0.1588525128400593,0.06493361316971419
Physiological responders,N209,Acquisition,0.03991272666933851,0.027144290849972864,0.05268116248870416
Physiological responders,N210,Acquisition,0.0533171126420352,0.09542685627269215,0.011207369011378143
Physiological responders,N212,Acquisition,0.06732468643809411,0.1099421135740726,0.024707259302115578
Physiological responders,N213,Acquisition,-0.025103235193896706,-0.0380160096443275,-0.012190460743465914
Physiological responders,N214,Acquisition,0.0746427323138868,0.07419664405196119,0.0750888205758124
Physiological responders,N215,Acquisition,-0.004763262321720918,0.007790212199884683,-0.01731673684332649
Physiological responders,N216,Acquisition,0.0024551081586527967,0.053676131232918145,-0.04876591491561255
Physiological responders,N217,Acquisition,0.00032057425253164545,0.005193279763442624,-0.004552131258379326
Physiological responders,N222,Acquisition,-0.03400633115458329,-0.056976483611007656,-0.011036178698158927
Physiological responders,N225,Acquisition,-0.001145346814131809,-0.011318844757258917,0.009028151128995243
Physiological responders,N227,Acquisition,0.18810166683790547,0.2242615551313794,0.15194177854443147
Physiological responders,N230,Acquisition,0.23930814558498276,0.2222413143250257,0.2563749768449397
Physiological responders,N231,Acquisition,-0.021860346584524237,-0.012001551315635323,-0.03171914185341315
Physiological responders,N232,Acquisition,0.10797175864426639,0.11195274177709902,0.10399077551143368
Physiological responders,N233,Acquisition,0.005052425976113439,0.0031247719747209413,0.0069800799775059374
Physiological responders,N234,Acquisition,-0.0005760296958253475,0.0027642605802625786,-0.0039163199719132735
Physiological responders,N236,Acquisition,0.16627011802373526,0.11888983920788065,0.21365039683958986
Physiological responders,N240,Acquisition,0.05728721952013362,0.08835421783601345,0.02622022120425379
Physiological responders,N243,Acquisition,0.01963736284000997,0.03848013298083676,0.0007945926991831664
Physiological responders,N244,Acquisition,0.024070126316053223,0.049170300875930495,-0.00103004824382405
Physiological responders,N247,Acquisition,-0.021553098226667344,0.013324593663739115,-0.056430790117073824
Physiological responders,N248,Acquisition,0.00018444700034794814,0.0015372260163831197,-0.0011683320156871957
Physiological responders,N251,Acquisition,-0.021773755637246206,0.03516654068119135,-0.0787140519556837
Physiological responders,N252,Acquisition,0.12787128765906836,0.0015826196178524432,0.2541599557002843
Physiological responders,N253,Acquisition,0.05417418921815351,0.07962046915770363,0.02872790927860333
Physiological responders,N254,Acquisition,-0.020743469289165997,0.029206264640617832,-0.07069320321894983
Physiological responders,N257,Acquisition,0.011204121981251869,0.00917655391932759,0.013231690043176147
Physiological responders,N258,Acquisition,-0.008872747825160593,-0.003868946568187398,-0.013876549082133788
Physiological responders,N260,Acquisition,0.01635314801787241,0.024238169178444235,0.008468126857300584
Physiological responders,N101,Extinction,0.005018140358387879,-0.00766199260323619,0.017698273320011948
Physiological responders,N103,Extinction,-0.036800388077869894,0.0,-0.07360077615573979
Physiological responders,N108,Extinction,-0.03202280159715351,0.01624033819957449,-0.08028594139388151
Physiological responders,N109,Extinction,0.049689934383914836,-0.028994714877417338,0.12837458364524706
Physiological responders,N110,Extinction,-0.0070343030509596866,0.003609063427744315,-0.017677669529663688
Physiological responders,N111,Extinction,0.04798606323716653,0.04190142163704155,0.05407070483729154
Physiological responders,N113,Extinction,0.03291665708208566,0.034374862390512656,0.03145845177365866
Physiological responders,N114,Extinction,-0.03513367330638799,-0.03513367330638799,-0.03513367330638799
Physiological responders,N115,Extinction,0.05431731911576257,0.05560162964253408,0.05303300858899106
Physiological responders,N118,Extinction,-0.08488018119300367,-0.08585793574298345,-0.08390242664302389
Physiological responders,N122,Extinction,0.02459240817058339,0.027000904591935826,0.0221839117492309
Physiological responders,N124,Extinction,-0.08427035285510945,-0.07231288143475148,-0.09622782427546739
Physiological responders,N129,Extinction,-0.18657085551990277,-0.2530454370482494,-0.12009627399155615
Physiological responders,N130,Extinction,-0.01060148447148515,-0.011320565531712234,-0.009882403411258067
Physiological responders,N136,Extinction,0.0007087855777390129,0.0016258143432857641,-0.00020824318780779394
Physiological responders,N138,Extinction,0.04250165220445967,0.04137636002625411,0.04362694438266529
Physiological responders,N141,Extinction,0.009730933723210072,0.01749967604957592,0.00196219139684424
Physiological responders,N143,Extinction,0.025979693432558973,0.08019374766047517,-0.028234360795357308
Physiological responders,N144,Extinction,0.01102919716795392,0.012384966233586425,0.009673428102321413
Physiological responders,N148,Extinction,-0.0004592340901789643,-0.0004448224490965075,-0.0004736457312614073
Physiological responders,N150,Extinction,0.03455937938481156,0.033705324616011806,0.03541343415361131
Physiological responders,N151,Extinction,-0.026734779996032076,-0.0185507723358099,-0.03491878765625426
Physiological responders,N153,Extinction,-0.04838943558754849,-0.02863457990268309,-0.06814429127241389
Physiological responders,N156,Extinction,-0.05355250288607161,-0.004857270959142512,-0.10224773481300067
Physiological responders,N157,Extinction,-0.11990423269972342,-0.10879978640499921,-0.13100867899444762
Physiological responders,N158,Extinction,-0.02687234313238257,-0.043959000282749155,-0.009785685982015985
Physiological responders,N201,Extinction,0.10866930031957606,0.1134647623866927,0.10387383825245944
Physiological responders,N202,Extinction,0.004424286471570754,-0.06593564787194264,0.07478422081508418
Physiological responders,N209,Extinction,-0.008838834764831844,0.0,-0.017677669529663688
Physiological responders,N210,Extinction,0.016384762570132785,-0.007299966095939789,0.04006949123620537
Physiological responders,N212,Extinction,0.030399360404168962,0.011325109144915885,0.04947361166342201
Physiological responders,N213,Extinction,-0.048352912992551844,-0.03568598816659102,-0.06101983781851272
Physiological responders,N214,Extinction,0.06807771867669654,0.12381731078974217,0.012338126563650964
Physiological responders,N215,Extinction,-0.017234548131367766,-0.016524503450980804,-0.0179445928117547
Physiological responders,N216,Extinction,0.02397524641219606,0.05718206042174234,-0.009231567597350165
Physiological responders,N217,Extinction,-0.10356349572964979,-0.11655594581155626,-0.09057104564774332
Physiological responders,N222,Extinction,0.019664152312137327,0.021650635094610966,0.017677669529663688
Physiological responders,N225,Extinction,-0.03156132235693618,-0.04225260414885409,-0.020870040565018275
Physiological responders,N227,Extinction,0.07014807203116297,0.12301165851790741,0.017284485544418526
Physiological responders,N230,Extinction,0.003960920689511205,0.0032388311336882004,0.004683010245334209
Physiological responders,N231,Extinction,0.011225903931812359,0.05196935303919489,-0.029517545175570148
Physiological responders,N232,Extinction,-0.028588113160993057,-0.025269303036520765,-0.031906923285465336
Physiological responders,N233,Extinction,-0.04206521165111515,0.005118991189949823,-0.0892494144921801
Physiological responders,N234,Extinction,-0.008838834764831844,-0.017677669529663688,0.0
Physiological responders,N236,Extinction,-0.029315098498896436,-0.029315098498896436,-0.029315098498896436
Physiological responders,N240,Extinction,0.05796511813740372,0.04514075459075366,0.07078948168405384
Physiological responders,N243,Extinction,0.023314620622878993,0.019626442396021668,0.027002798849736304
Physiological responders,N244,Extinction,-0.008432407682825271,-0.006657978173945339,-0.010206837191705204
Physiological responders,N247,Extinction,-0.03820254489164543,-0.047134455604959796,-0.029270634178331034
Physiological responders,N248,Extinction,-0.039626993010165285,-0.020906040557307257,-0.05834794546302331
Physiological responders,N251,Extinction,0.005048492169020508,0.008097884649336418,0.0019990996887045698
Physiological responders,N252,Extinction,0.2562991321322333,0.30283886718239506,0.2097593970820717
Physiological responders,N253,Extinction,0.016630209279947045,0.0268375605817279,0.0064228579781661355
Physiological responders,N254,Extinction,0.011325559827914111,0.028102749963498125,-0.005451630307669875
Physiological responders,N257,Extinction,-0.003435976489518988,-0.002824693618722257,-0.004047259360315747
Physiological responders,N258,Extinction,0.0017881691487321438,0.0019794851694555637,0.001596853128008724
Physiological responders,N260,Extinction,0.03979639363837245,0.00526189980725289,0.07433088746949199
Physiological responders,N101,Reinstatement,0.01039026927101469,0.002135580822146016,0.01864495771988331
Physiological responders,N103,Reinstatement,0.018850447852730934,0.0,0.03770089570546181
Physiological responders,N108,Reinstatement,0.044319271365819875,0.0011746791754066455,0.08746386355623309
Physiological responders,N109,Reinstatement,0.040623490189349076,0.04304569285036128,0.038201287528336875
Physiological responders,N110,Reinstatement,0.07546172273536439,0.04320630380363156,0.10771714166709723
Physiological responders,N111,Reinstatement,0.1331983967901048,0.027157187567487195,0.23923960601272237
Physiological responders,N113,Reinstatement,-0.03590038503760157,-0.04678188963562485,-0.02501888043957823
Physiological responders,N114,Reinstatement,0.07677103782977934,0.09816552872145234,0.055376546938106334
Physiological responders,N115,Reinstatement,-0.005908017796954448,-0.001797627450623368,-0.010018408143285515
Physiological responders,N118,Reinstatement,0.009656613776880735,0.026885359719724528,-0.007572132165963058
Physiological responders,N122,Reinstatement,-0.09913646370949475,-0.15800004704541054,-0.040272880373578984
Physiological responders,N124,Reinstatement,0.0564822796877206,0.07942353971294433,0.033541019662496854
Physiological responders,N129,Reinstatement,-0.015334647338750784,-0.008178078043774628,-0.02249121663372694
Physiological responders,N130,Reinstatement,0.004208338563895853,0.004534433998669624,0.0038822431291221093
Physiological responders,N136,Reinstatement,-0.02181521317170712,-0.02059618396305224,-0.023034242380361974
Physiological responders,N138,Reinstatement,0.03372662189266007,0.04933940541557813,0.018113838369741952
Physiological responders,N141,Reinstatement,0.12401200986029136,0.1904256739375516,0.057598345783031135
Physiological responders,N143,Reinstatement,-0.0075962732779517594,0.05317421353013918,-0.06836676008604264
Physiological responders,N144,Reinstatement,-2.1597997817562886e-05,-0.020593026799526626,0.0205498308038915
Physiological responders,N148,Reinstatement,0.008140158140248127,-0.009847890656970809,0.026128206937467036
Physiological responders,N150,Reinstatement,0.007822332015607503,-0.0073124738132386465,0.02295713784445365
Physiological responders,N151,Reinstatement,0.0573569362989625,0.06624531479051207,0.04846855780741289
Physiological responders,N153,Reinstatement,0.00119550808149263,0.03936460003322634,-0.03697358387024108
Physiological responders,N156,Reinstatement,-0.03146664030820301,-0.04226738488482476,-0.020665895731581257
Physiological responders,N157,Reinstatement,0.10923730073761606,0.08087299666381975,0.13760160481141237
Physiological responders,N158,Reinstatement,0.039091991901191,0.02835944048177169,0.049824543320610426
Physiological responders,N201,Reinstatement,0.001957427362590025,0.05517424072126767,-0.05125938599608766
Physiological responders,N202,Reinstatement,0.05311551287544289,0.05591584237904074,0.05031518337184504
Physiological responders,N209,Reinstatement,0.0023536845081557067,0.009737077142378911,-0.0050297081260674975
Physiological responders,N210,Reinstatement,0.10972510548208506,0.060762116073277556,0.1586880948908925
Physiological responders,N212,Reinstatement,0.057054964847886885,0.06254673304502331,0.051563196650750515
Physiological responders,N213,Reinstatement,0.026240955226535606,0.04847145979802822,0.004010450655042963
Physiological responders,N214,Reinstatement,-0.051639517318073425,-0.013130253126264313,-0.09014878150988256
Physiological responders,N215,Reinstatement,-0.007172169601483008,-0.010828695031367103,-0.0035156441715988584
Physiological responders,N216,Reinstatement,0.027497355954665847,-0.018579986740244525,0.07357469864957611
Physiological responders,N217,Reinstatement,0.007865889385578723,0.009164326875832629,0.0065674518953247885
Physiological responders,N222,Reinstatement,-0.021273035576510224,-0.03574670383603779,-0.006799367316982649
Physiological responders,N225,Reinstatement,9.371116354545128e-05,0.013142229009091427,-0.012954806682000497
Physiological responders,N227,Reinstatement,-0.0049517053368759445,-0.030373368775944154,0.02046995810219232
Physiological responders,N230,Reinstatement,0.024543466721829728,0.04318060522814061,0.005906328215518862
Physiological responders,N231,Reinstatement,0.07193260169982574,0.0733040484515814,0.07056115494807014
Physiological responders,N232,Reinstatement,0.016402431387216115,0.012349270812341578,0.020455591962090625
Physiological responders,N233,Reinstatement,0.0826039815440952,0.12622479080352195,0.038983172284668466
Physiological responders,N234,Reinstatement,0.0,0.0,0.0
Physiological responders,N236,Reinstatement,-0.0679433399926042,-0.1013024358861864,-0.034584244099022
Physiological responders,N240,Reinstatement,-0.01003003578035433,0.008340834993149054,-0.028400906553857713
Physiological responders,N243,Reinstatement,-0.03990793757524458,-0.016136870993318037,-0.06367900415717115
Physiological responders,N244,Reinstatement,0.10436787327080688,0.08077579166038856,0.1279599548812252
Physiological responders,N247,Reinstatement,0.015998240810807335,-0.023781638852022252,0.05577812047363692
Physiological responders,N248,Reinstatement,0.03949999640580759,0.04953311720166237,0.029466875609952814
Physiological responders,N251,Reinstatement,-0.049795362339234206,-0.10650510548605374,0.00691438080758533
Physiological responders,N252,Reinstatement,-0.021838484367779187,-0.0034474884148507634,-0.0402294803207075
Physiological responders,N253,Reinstatement,0.041896101588587364,0.01071425078757765,0.07307795238959713
Physiological responders,N254,Reinstatement,-0.030823849660323865,0.030956908920747428,-0.09260460824139516
Physiological responders,N257,Reinstatement,0.00023473591532330307,0.0070425589635932095,-0.006573087132946603
Physiological responders,N258,Reinstatement,-0.0023080229228565896,-0.0036264128073035806,-0.0009896330384096541
Physiological responders,N260,Reinstatement,-0.020771997869264952,0.028395559628347916,-0.06993955536687779
Late-phase learners,N103,Acquisition,0.010143221577095185,-0.011383416465740537,0.03166985961993091
Late-phase learners,N110,Acquisition,-0.0027583026954343948,-0.030002126562266307,0.024485521171397545
Late-phase learners,N124,Acquisition,0.019719379504845258,0.022511041168803925,0.01692771784088659
Late-phase learners,N129,Acquisition,0.09292850955267762,0.051946054991511614,0.13391096411384373
Late-phase learners,N130,Acquisition,0.008994482030104549,0.06126614449855888,-0.043277180438349785
Late-phase learners,N148,Acquisition,0.03260743233163191,0.12515059456269004,-0.05993572989942621
Late-phase learners,N202,Acquisition,0.01863370063261449,0.005311848001375574,0.03195555326385341
Late-phase learners,N210,Acquisition,0.0533171126420352,0.09542685627269215,0.011207369011378143
Late-phase learners,N214,Acquisition,0.0746427323138868,0.07419664405196119,0.0750888205758124
Late-phase learners,N216,Acquisition,0.0024551081586527967,0.053676131232918145,-0.04876591491561255
Late-phase learners,N230,Acquisition,0.23930814558498276,0.2222413143250257,0.2563749768449397
Late-phase learners,N233,Acquisition,0.005052425976113439,0.0031247719747209413,0.0069800799775059374
Late-phase learners,N234,Acquisition,-0.0005760296958253475,0.0027642605802625786,-0.0039163199719132735
Late-phase learners,N251,Acquisition,-0.021773755637246206,0.03516654068119135,-0.0787140519556837
Late-phase learners,N253,Acquisition,0.05417418921815351,0.07962046915770363,0.02872790927860333
Late-phase learners,N254,Acquisition,-0.020743469289165997,0.029206264640617832,-0.07069320321894983
Late-phase learners,N260,Acquisition,0.01635314801787241,0.024238169178444235,0.008468126857300584
Late-phase learners,N103,Extinction,-0.036800388077869894,0.0,-0.07360077615573979
Late-phase learners,N110,Extinction,-0.0070343030509596866,0.003609063427744315,-0.017677669529663688
Late-phase learners,N124,Extinction,-0.08427035285510945,-0.07231288143475148,-0.09622782427546739
Late-phase learners,N129,Extinction,-0.18657085551990277,-0.2530454370482494,-0.12009627399155615
Late-phase learners,N130,Extinction,-0.01060148447148515,-0.011320565531712234,-0.009882403411258067
Late-phase learners,N148,Extinction,-0.0004592340901789643,-0.0004448224490965075,-0.0004736457312614073
Late-phase learners,N202,Extinction,0.004424286471570754,-0.06593564787194264,0.07478422081508418
Late-phase learners,N210,Extinction,0.016384762570132785,-0.007299966095939789,0.04006949123620537
Late-phase learners,N214,Extinction,0.06807771867669654,0.12381731078974217,0.012338126563650964
Late-phase learners,N216,Extinction,0.02397524641219606,0.05718206042174234,-0.009231567597350165
Late-phase learners,N230,Extinction,0.003960920689511205,0.0032388311336882004,0.004683010245334209
Late-phase learners,N233,Extinction,-0.04206521165111515,0.005118991189949823,-0.0892494144921801
Late-phase learners,N234,Extinction,-0.008838834764831844,-0.017677669529663688,0.0
Late-phase learners,N251,Extinction,0.005048492169020508,0.008097884649336418,0.0019990996887045698
Late-phase learners,N253,Extinction,0.016630209279947045,0.0268375605817279,0.0064228579781661355
Late-phase learners,N254,Extinction,0.011325559827914111,0.028102749963498125,-0.005451630307669875
Late-phase learners,N260,Extinction,0.03979639363837245,0.00526189980725289,0.07433088746949199
Late-phase learners,N103,Reinstatement,0.018850447852730934,0.0,0.03770089570546181
Late-phase learners,N110,Reinstatement,0.07546172273536439,0.04320630380363156,0.10771714166709723
Late-phase learners,N124,Reinstatement,0.0564822796877206,0.07942353971294433,0.033541019662496854
Late-phase learners,N129,Reinstatement,-0.015334647338750784,-0.008178078043774628,-0.02249121663372694
Late-phase learners,N130,Reinstatement,0.004208338563895853,0.004534433998669624,0.0038822431291221093
Late-phase learners,N148,Reinstatement,0.008140158140248127,-0.009847890656970809,0.026128206937467036
Late-phase learners,N202,Reinstatement,0.05311551287544289,0.05591584237904074,0.05031518337184504
Late-phase learners,N210,Reinstatement,0.10972510548208506,0.060762116073277556,0.1586880948908925
Late-phase learners,N214,Reinstatement,-0.051639517318073425,-0.013130253126264313,-0.09014878150988256
Late-phase learners,N216,Reinstatement,0.027497355954665847,-0.018579986740244525,0.07357469864957611
Late-phase learners,N230,Reinstatement,0.024543466721829728,0.04318060522814061,0.005906328215518862
Late-phase learners,N233,Reinstatement,0.0826039815440952,0.12622479080352195,0.038983172284668466
Late-phase learners,N234,Reinstatement,0.0,0.0,0.0
Late-phase learners,N251,Reinstatement,-0.049795362339234206,-0.10650510548605374,0.00691438080758533
Late-phase learners,N253,Reinstatement,0.041896101588587364,0.01071425078757765,0.07307795238959713
Late-phase learners,N254,Reinstatement,-0.030823849660323865,0.030956908920747428,-0.09260460824139516
Late-phase learners,N260,Reinstatement,-0.020771997869264952,0.028395559628347916,-0.06993955536687779
