AnalysisSet,Phase,Contrast,N,Early_diff_mean,Late_diff_mean,Late_minus_Early,Paired_t_late_less_early,p_one_sided_late_less_early,Wilcoxon_p_one_sided_late_less_early
All subjects,Reinstatement,CS+ - CS-,101,0.01600216580240862,0.010327082036157606,-0.005675083766251013,-0.6111977122775298,0.27122778630471917,0.3325815143011374
All subjects,Reinstatement,CSS - CS-,101,0.011900696835494096,0.011103007682003264,-0.0007976891534908352,-0.07569917495233186,0.46990483441209874,0.6510000051411802
All subjects,Reinstatement,CSR - CS-,101,0.020103634769323152,0.009551156390311958,-0.010552478379011188,-0.993987190574525,0.1613141098032682,0.12115204973077864
Physiological responders,Reinstatement,CS+ - CS-,57,0.021796073774449795,0.01288091100317931,-0.008915162771270484,-0.5678653132033581,0.28619814936371274,0.35374624076312444
Physiological responders,Reinstatement,CSS - CS-,57,0.02190875369832506,0.011088023546474084,-0.010820730151850979,-0.6437544307756395,0.26118126369300254,0.3345782465357886
Physiological responders,Reinstatement,CSR - CS-,57,0.02168339385057453,0.014673798459884542,-0.007009595390689985,-0.39418229430516244,0.34747178175111104,0.36288621835328977
Late-phase learners,Reinstatement,CS+ - CS-,17,0.01964325371397746,0.019669581182612958,2.632746863549398e-05,0.0009670769375640145,0.50037983026505,0.4793803749689914
Late-phase learners,Reinstatement,CSS - CS-,17,0.02344483964822585,0.015034341208549613,-0.008410498439676242,-0.3511149500403416,0.36504140883234865,0.2660649442083106
Late-phase learners,Reinstatement,CSR - CS-,17,0.01584166777972909,0.0243048211566763,0.008463153376947212,0.23139065157113242,0.5900277512139716,0.6020063923056863
