AnalysisSet,Phase,Window,Contrast,N,Mean_A,Mean_B,Mean_Difference,Median_Difference,Paired_t,p_one_sided_A_gt_B,Wilcoxon_p_one_sided_A_gt_B,Cohen_dz
All subjects,Acquisition,All,CS+ - CS-,104,0.12700862138955865,0.11149263906645016,0.015515982323108506,0.0002525106264397829,2.7868965458543666,0.0031685513608826973,0.00895371009049632,0.27327768980145667
All subjects,Acquisition,All,CSS - CS-,104,0.13045223013501697,0.11149263906645016,0.01895959106856683,0.0,2.910369875920831,0.0022122788075254946,0.004919295696078034,0.2853852459440948
All subjects,Acquisition,All,CSR - CS-,104,0.12356501264410033,0.11149263906645016,0.012072373577650179,0.0,1.9608078426183406,0.0263009307275149,0.10075074820361557,0.1922730279214748
Physiological responders,Acquisition,All,CS+ - CS-,59,0.20875191083695338,0.17528241271154338,0.03346949812541007,0.01963736284000997,3.9077136359746985,0.00012308018088231785,0.00014989552564722596,0.5087409826924616
Physiological responders,Acquisition,All,CSS - CS-,59,0.21444191410821187,0.17528241271154338,0.039159501396668524,0.027144290849972864,3.879649852223399,0.00013488983833685904,9.339318823073359e-05,0.5050873892478784
Physiological responders,Acquisition,All,CSR - CS-,59,0.20306190756569495,0.17528241271154338,0.027779494854151612,0.013067865664029676,2.841935094690215,0.003089479162860725,0.007540079419036388,0.3699884350559037
Late-phase learners,Acquisition,All,CS+ - CS-,17,0.3009573232537323,0.26669390971120327,0.03426341354252907,0.01635314801787241,2.2975956563403988,0.017706237657490975,0.00643157958984375,0.5572487985912823
Late-phase learners,Acquisition,All,CSS - CS-,17,0.3163681192577016,0.26669390971120327,0.049674209546498295,0.035166540681191405,3.4120802632019673,0.00178401930050192,0.0005340576171875,0.8275510193098247
Late-phase learners,Acquisition,All,CSR - CS-,17,0.2855465272497631,0.26669390971120327,0.018852617538559838,0.011207369011378199,0.9536954777854098,0.1772125223734477,0.258544921875,0.23130512879900855
