AnalysisSet,Effect,Contrast,Test,Group,N,Mean,SE,t,p,Cohen_d
All subjects,Acquisition: Early condition contrast,CSS - CS-,SAD vs 0,SAD,51,0.02374910793368613,0.01618416847907919,1.46742836769068,0.07426104301780037,0.20548107180149908
All subjects,Acquisition: Early condition contrast,CSS - CS-,SAD vs HC,SAD-HC,104,-0.015371530903797555,,-0.791282330187484,0.4309201122535037,-0.15633644245011616
All subjects,Acquisition: Early condition contrast,CSR - CS-,HC vs 0,HC,53,0.01217984245853672,0.0148527424302256,0.8200399701102014,0.20796823231941836,0.11264115275480335
All subjects,Acquisition: Early condition contrast,CSR - CS-,SAD vs 0,SAD,51,0.00844612140951416,0.013341483307448575,0.6330721415960303,0.2647857807336844,0.08864783116298815
All subjects,Acquisition: Early condition contrast,CSR - CS-,SAD vs HC,SAD-HC,104,-0.003733721049022561,,-0.18701381616751828,0.8520241088228547,-0.036593658159470126
All subjects,Acquisition: Late condition contrast,CS+ - CS-,HC vs 0,HC,53,0.01313863766633595,0.008548538831215147,1.5369454272535996,0.06518487156064967,0.21111569064591323
All subjects,Acquisition: Late condition contrast,CS+ - CS-,SAD vs 0,SAD,51,0.006873243613619907,0.006375835786671916,1.0780145291677328,0.1431003777612628,0.15095222754864085
All subjects,Acquisition: Late condition contrast,CS+ - CS-,SAD vs HC,SAD-HC,104,-0.006265394052716043,,-0.5875071626261507,0.5582528998528353,-0.11456557325362304
All subjects,Acquisition: Late condition contrast,CSS - CS-,HC vs 0,HC,53,0.010153019054949345,0.009823116101194846,1.0335843484242613,0.15305683764511285,0.14197372898809482
All subjects,Acquisition: Late condition contrast,CSS - CS-,SAD vs 0,SAD,51,0.002370324889116808,0.007717650815233493,0.30713036205760175,0.38000985707765494,0.043006852918957165
All subjects,Acquisition: Late condition contrast,CSS - CS-,SAD vs HC,SAD-HC,104,-0.007782694165832537,,-0.623002924201606,0.5347385090120489,-0.12160054623567204
All subjects,Acquisition: Late condition contrast,CSR - CS-,HC vs 0,HC,53,0.01612425627772256,0.0104122075694569,1.548591513390623,0.06377257192140728,0.21271540360548977
All subjects,Acquisition: Late condition contrast,CSR - CS-,SAD vs 0,SAD,51,0.011376162338123006,0.007827020849675431,1.4534473021871086,0.07617384339122828,0.20352333104368486
All subjects,Acquisition: Late condition contrast,CSR - CS-,SAD vs HC,SAD-HC,104,-0.0047480939395995545,,-0.3645093578013203,0.7162825731942546,-0.07109022868839902
Physiological responders,Acquisition: All condition contrast,CS+ - CS-,HC vs 0,HC,32,0.03678342459489995,0.01213635060049035,3.030847229595837,0.0024451018729821253,0.5357831571969193
Physiological responders,Acquisition: All condition contrast,CS+ - CS-,SAD vs 0,SAD,27,0.029541881568977617,0.01218059841788305,2.4253226775464043,0.011270856061885411,0.46675356691770686
Physiological responders,Acquisition: All condition contrast,CS+ - CS-,SAD vs HC,SAD-HC,59,-0.007241543025922333,,-0.42114951993779604,0.6752430479535103,-0.10928671200533083
Physiological responders,Acquisition: All condition contrast,CSS - CS-,HC vs 0,HC,32,0.044741065269991054,0.012102390947077263,3.6968782008150263,0.00042083014837851127,0.653521911254257
Physiological responders,Acquisition: All condition contrast,CSS - CS-,SAD vs 0,SAD,27,0.032544314583841834,0.016927826578286672,1.9225335534560846,0.03277945541948535,0.36999175487131947
